,Mes,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,1° mes,3° mes,6° mes,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación
1632,4,10,110366,A0200001,13,13604,4,2,59,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS
1633,7,10,110366,A0200002,13,13604,26,15,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA
1634,7,10,110366,A0200001,13,13604,38,34,22,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS
1635,8,10,110366,A0200002,13,13604,19,15,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA
1636,8,10,110366,A0200001,13,13604,34,25,23,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS
1637,6,10,110366,A0200002,13,13604,14,13,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA
1638,6,10,110366,A0200001,13,13604,29,27,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS
1639,12,10,110366,A0200002,13,13604,20,15,23,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA
1640,12,10,110366,A0200001,13,13604,29,24,28,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS
1641,11,10,110366,A0200002,13,13604,15,14,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA
1642,11,10,110366,A0200001,13,13604,19,26,27,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS
1643,9,10,110366,A0200002,13,13604,20,20,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,LACTANCIA MATERNA EXCLUSIVA
1644,9,10,110366,A0200001,13,13604,29,33,30,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Juan Pablo II ( Padre Hurtado),Padre Hurtado,MENORES CONTROLADOS
1645,6,10,110308,A0200002,13,13605,13,1,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1646,6,10,110308,A0200001,13,13605,19,2,6,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1647,3,10,110308,A0200002,13,13605,9,3,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1648,3,10,110308,A0200001,13,13605,14,6,18,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1649,4,10,110308,A0200002,13,13605,17,9,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1650,5,10,110308,A0200002,13,13605,9,9,7,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1651,5,10,110308,A0200001,13,13605,12,11,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1652,4,10,110308,A0200001,13,13605,23,12,24,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1653,2,10,110308,A0200002,13,13605,8,5,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1654,2,10,110308,A0200001,13,13605,16,3,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1655,8,10,110308,A0200002,13,13605,12,4,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1656,8,10,110308,A0200001,13,13605,13,4,16,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1657,7,10,110308,A0200002,13,13605,7,6,13,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1658,7,10,110308,A0200001,13,13605,17,8,20,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1659,10,10,110308,A0200001,13,13605,23,11,19,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1660,11,10,110308,A0200002,13,13605,15,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1661,11,10,110308,A0200001,13,13605,22,,,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1662,9,10,110308,A0200002,13,13605,9,3,7,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1663,9,10,110308,A0200001,13,13605,11,4,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1664,10,10,110308,A0200002,13,13605,13,9,12,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1665,12,10,110308,A0200001,13,13605,15,19,6,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1666,1,10,110308,A0200002,13,13605,9,8,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1667,12,10,110308,A0200002,13,13605,12,11,4,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1668,1,10,110308,A0200001,13,13605,14,13,22,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Peñaflor,Peñaflor,MENORES CONTROLADOS
1669,3,10,110369,A0200002,13,13605,13,18,9,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1670,3,10,110369,A0200001,13,13605,19,25,15,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1671,4,10,110369,A0200002,13,13605,10,15,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1672,4,10,110369,A0200001,13,13605,11,17,22,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1673,7,10,110369,A0200002,13,13605,13,8,13,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1674,7,10,110369,A0200001,13,13605,17,14,22,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1675,9,10,110369,A0200002,13,13605,8,16,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1676,9,10,110369,A0200001,13,13605,13,19,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1677,2,10,110369,A0200002,13,13605,15,10,5,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1678,2,10,110369,A0200001,13,13605,18,16,10,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1679,1,10,110369,A0200002,13,13605,15,9,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1680,1,10,110369,A0200001,13,13605,23,14,29,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1681,5,10,110369,A0200002,13,13605,13,13,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1682,5,10,110369,A0200001,13,13605,17,19,27,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1683,6,10,110369,A0200002,13,13605,13,12,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1684,6,10,110369,A0200001,13,13605,19,16,21,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1685,8,10,110369,A0200002,13,13605,14,17,17,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1686,8,10,110369,A0200001,13,13605,19,24,25,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1687,10,10,110369,A0200002,13,13605,12,12,11,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1688,10,10,110369,A0200001,13,13605,18,15,25,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1689,11,10,110369,A0200002,13,13605,15,11,18,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1690,11,10,110369,A0200001,13,13605,20,18,27,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1691,12,10,110369,A0200002,13,13605,14,10,14,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,LACTANCIA MATERNA EXCLUSIVA
1692,12,10,110369,A0200001,13,13605,19,13,19,Servicio de Salud Metropolitano Occidente,Centro de Salud Familiar Dr. Fernando Monckeberg,Peñaflor,MENORES CONTROLADOS
1693,6,9,109304,A0200002,13,13127,2,,1,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Valdivieso,Recoleta,LACTANCIA MATERNA EXCLUSIVA
1694,6,9,200609,A0200001,13,13104,2,3,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS
1695,4,9,109307,A0200002,13,13127,7,7,8,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,LACTANCIA MATERNA EXCLUSIVA
1696,4,9,109307,A0200001,13,13127,13,12,14,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,MENORES CONTROLADOS
1697,5,9,109307,A0200002,13,13127,13,7,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,LACTANCIA MATERNA EXCLUSIVA
1698,5,9,109307,A0200001,13,13127,16,10,10,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,MENORES CONTROLADOS
1699,1,12,112317,A0200001,13,13113,2,4,3,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,MENORES CONTROLADOS
1700,3,13,200962,A0200002,13,13105,1,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1701,3,13,200962,A0200001,13,13105,2,2,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,MENORES CONTROLADOS
1702,5,9,109302,A0200001,13,13104,13,12,16,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,MENORES CONTROLADOS
1703,2,9,200609,A0200001,13,13104,1,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS
1704,12,9,200609,A0200001,13,13104,,,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS
1705,11,9,200609,A0200002,13,13104,1,1,,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
1706,11,9,200609,A0200001,13,13104,3,1,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS
1707,1,9,109302,A0200002,13,13104,7,12,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
1708,6,11,111370,A0200002,13,13101,22,18,25,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA
1709,6,11,111370,A0200001,13,13101,36,33,34,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS
1710,6,9,109304,A0200001,13,13127,3,1,3,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Valdivieso,Recoleta,MENORES CONTROLADOS
1711,3,9,109304,A0200002,13,13127,3,1,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Valdivieso,Recoleta,LACTANCIA MATERNA EXCLUSIVA
1712,3,9,109304,A0200001,13,13127,4,2,7,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Valdivieso,Recoleta,MENORES CONTROLADOS
1713,3,9,109307,A0200002,13,13127,9,5,4,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,LACTANCIA MATERNA EXCLUSIVA
1714,3,9,109307,A0200001,13,13127,11,13,7,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),Recoleta,MENORES CONTROLADOS
1715,8,9,109304,A0200001,13,13127,6,1,2,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Valdivieso,Recoleta,MENORES CONTROLADOS
1716,8,9,109304,A0200002,13,13127,4,,1,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Valdivieso,Recoleta,LACTANCIA MATERNA EXCLUSIVA
1717,2,11,111376,A0200001,13,13101,31,20,21,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,MENORES CONTROLADOS
1718,8,11,111376,A0200002,13,13101,10,20,21,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,LACTANCIA MATERNA EXCLUSIVA
1719,8,11,111376,A0200001,13,13101,17,28,43,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,MENORES CONTROLADOS
1720,9,14,114316,A0200001,13,13110,18,17,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,MENORES CONTROLADOS
1721,3,14,114331,A0200001,13,13110,23,23,18,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,MENORES CONTROLADOS
1722,9,14,114316,A0200002,13,13110,8,10,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,LACTANCIA MATERNA EXCLUSIVA
1723,10,14,114316,A0200002,13,13110,5,9,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,LACTANCIA MATERNA EXCLUSIVA
1724,6,14,114316,A0200002,13,13110,13,7,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,LACTANCIA MATERNA EXCLUSIVA
1725,6,14,114316,A0200001,13,13110,20,15,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,MENORES CONTROLADOS
1726,10,14,114316,A0200001,13,13110,10,21,20,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,MENORES CONTROLADOS
1727,4,13,113324,A0200001,13,13105,20,23,12,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,MENORES CONTROLADOS
1728,4,9,109302,A0200001,13,13104,15,18,17,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,MENORES CONTROLADOS
1729,6,9,109302,A0200002,13,13104,4,7,5,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
1730,9,11,111370,A0200002,13,13101,15,26,13,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA
1731,9,11,111370,A0200001,13,13101,22,38,25,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS
1732,1,11,111370,A0200002,13,13101,26,14,23,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA
1733,1,11,111370,A0200001,13,13101,35,24,28,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS
1734,4,11,111370,A0200002,13,13101,15,14,24,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA
1735,4,11,111370,A0200001,13,13101,24,28,31,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS
1736,3,13,113717,A0200002,13,13105,1,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1737,3,13,113717,A0200001,13,13105,1,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
1738,9,11,111376,A0200001,13,13101,25,29,36,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,MENORES CONTROLADOS
1739,5,9,109302,A0200002,13,13104,5,7,6,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
1740,5,9,200609,A0200002,13,13104,3,2,2,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
1741,10,11,111370,A0200002,13,13101,27,16,20,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA
1742,10,11,111370,A0200001,13,13101,33,35,35,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS
1743,2,13,200962,A0200002,13,13105,0,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1744,2,13,200962,A0200001,13,13105,1,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,MENORES CONTROLADOS
1745,10,13,200962,A0200002,13,13105,2,2,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1746,10,13,200962,A0200001,13,13105,2,5,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,MENORES CONTROLADOS
1747,4,11,111376,A0200002,13,13101,17,21,19,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,LACTANCIA MATERNA EXCLUSIVA
1748,7,13,113717,A0200002,13,13105,0,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1749,7,13,113717,A0200001,13,13105,0,1,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
1750,9,11,111376,A0200002,13,13101,18,16,15,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,LACTANCIA MATERNA EXCLUSIVA
1751,8,13,200962,A0200002,13,13105,1,0,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1752,8,13,200962,A0200001,13,13105,2,1,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,MENORES CONTROLADOS
1753,11,11,111370,A0200002,13,13101,17,19,19,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA
1754,11,11,111370,A0200001,13,13101,27,31,30,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS
1755,2,14,114316,A0200001,13,13110,15,15,10,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,MENORES CONTROLADOS
1756,7,11,111370,A0200002,13,13101,27,19,12,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,LACTANCIA MATERNA EXCLUSIVA
1757,7,11,111370,A0200001,13,13101,39,29,36,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Padre Orellana,Santiago,MENORES CONTROLADOS
1758,3,9,200609,A0200002,13,13104,1,1,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,LACTANCIA MATERNA EXCLUSIVA
1759,3,9,200609,A0200001,13,13104,1,2,1,Servicio de Salud Metropolitano Norte,Centro Comunitario de Salud Familiar Dr. Lucas Sierra,Conchalí,MENORES CONTROLADOS
1760,2,12,112317,A0200002,13,13113,2,1,3,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,LACTANCIA MATERNA EXCLUSIVA
1761,2,12,112317,A0200001,13,13113,2,1,4,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,MENORES CONTROLADOS
1762,8,13,113717,A0200002,13,13105,0,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1763,8,13,113717,A0200001,13,13105,0,2,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
1764,1,13,113717,A0200002,13,13105,0,2,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1765,1,9,109302,A0200001,13,13104,10,19,10,Servicio de Salud Metropolitano Norte,Centro de Salud Familiar Lucas Sierra,Conchalí,MENORES CONTROLADOS
1766,10,13,113717,A0200002,13,13105,2,0,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1767,10,13,113717,A0200001,13,13105,3,0,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
1768,6,13,113717,A0200001,13,13105,2,1,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
1769,1,13,113717,A0200001,13,13105,3,2,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
1770,8,12,112317,A0200002,13,13113,,1,2,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Ossandon,La Reina,LACTANCIA MATERNA EXCLUSIVA
1771,1,13,200962,A0200002,13,13105,1,,,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1772,1,13,200962,A0200001,13,13105,1,3,1,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,MENORES CONTROLADOS
1773,9,13,200962,A0200002,13,13105,0,2,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1774,9,13,200962,A0200001,13,13105,1,2,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,MENORES CONTROLADOS
1775,5,11,111376,A0200001,13,13101,26,26,26,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Matta Sur,Santiago,MENORES CONTROLADOS
1776,9,13,113324,A0200002,13,13105,10,4,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1777,9,13,113324,A0200001,13,13105,14,11,8,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,MENORES CONTROLADOS
1778,10,13,113324,A0200002,13,13105,9,9,3,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1779,10,13,113324,A0200001,13,13105,14,14,6,Servicio de Salud Metropolitano Sur,Centro de Salud Familiar Dra. Haydeé López Casoou,El Bosque,MENORES CONTROLADOS
1780,6,13,200962,A0200002,13,13105,0,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1781,6,13,200962,A0200001,13,13105,0,0,2,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Los Sauces,El Bosque,MENORES CONTROLADOS
1782,4,13,113717,A0200002,13,13105,0,2,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,LACTANCIA MATERNA EXCLUSIVA
1783,4,13,113717,A0200001,13,13105,1,3,0,Servicio de Salud Metropolitano Sur,Centro Comunitario de Salud Familiar Santa Laura,El Bosque,MENORES CONTROLADOS
